,userId,Reputation,Views,UpVotes,DownVotes,postId,Score,ViewCount,CommentCount,Votes
8825,805,65272,5680,7035,143,47735,4,0.0,0,6892
8826,805,65272,5680,7035,143,47998,15,0.0,5,6892
8827,805,65272,5680,7035,143,48004,4,0.0,1,6892
8828,805,65272,5680,7035,143,48020,0,0.0,0,6892
8829,805,65272,5680,7035,143,48108,2,0.0,2,6892
8830,805,65272,5680,7035,143,48164,3,0.0,0,6892
8831,805,65272,5680,7035,143,48336,3,0.0,1,6892
8832,805,65272,5680,7035,143,48339,1,0.0,0,6892
8833,805,65272,5680,7035,143,48393,2,0.0,1,6892
8834,805,65272,5680,7035,143,48569,1,0.0,1,6892
8835,805,65272,5680,7035,143,48762,5,0.0,4,6892
8836,805,65272,5680,7035,143,48831,1,0.0,1,6892
8837,805,65272,5680,7035,143,48876,4,0.0,0,6892
8838,805,65272,5680,7035,143,48947,1,0.0,0,6892
8839,805,65272,5680,7035,143,49025,4,0.0,0,6892
8840,805,65272,5680,7035,143,49264,1,0.0,0,6892
8841,805,65272,5680,7035,143,49353,0,0.0,2,6892
8842,805,65272,5680,7035,143,49364,1,0.0,2,6892
8843,805,65272,5680,7035,143,49410,3,0.0,4,6892
8844,805,65272,5680,7035,143,49468,2,0.0,0,6892
8845,805,65272,5680,7035,143,49551,16,0.0,1,6892
8846,805,65272,5680,7035,143,49575,3,0.0,4,6892
8847,805,65272,5680,7035,143,49620,1,0.0,13,6892
8848,805,65272,5680,7035,143,49712,2,0.0,2,6892
8849,805,65272,5680,7035,143,49715,1,0.0,6,6892
8850,805,65272,5680,7035,143,49716,1,0.0,4,6892
8851,805,65272,5680,7035,143,49798,1,0.0,0,6892
8852,805,65272,5680,7035,143,49875,4,0.0,0,6892
8853,805,65272,5680,7035,143,49948,1,0.0,0,6892
8854,805,65272,5680,7035,143,49950,4,0.0,0,6892
8855,805,65272,5680,7035,143,50103,2,0.0,0,6892
8856,805,65272,5680,7035,143,50115,1,0.0,3,6892
8857,805,65272,5680,7035,143,50117,2,0.0,6,6892
8858,805,65272,5680,7035,143,50152,5,0.0,8,6892
8859,805,65272,5680,7035,143,50157,6,0.0,1,6892
8860,805,65272,5680,7035,143,50166,4,0.0,3,6892
8861,805,65272,5680,7035,143,50208,3,0.0,4,6892
8862,805,65272,5680,7035,143,50278,2,0.0,0,6892
8863,805,65272,5680,7035,143,50280,3,0.0,6,6892
8864,805,65272,5680,7035,143,50319,2,0.0,0,6892
8865,805,65272,5680,7035,143,50353,2,0.0,2,6892
8866,805,65272,5680,7035,143,50364,1,0.0,0,6892
8867,805,65272,5680,7035,143,50368,4,0.0,0,6892
8868,805,65272,5680,7035,143,50378,2,0.0,0,6892
8869,805,65272,5680,7035,143,50455,1,0.0,0,6892
8870,805,65272,5680,7035,143,50458,4,0.0,6,6892
8871,805,65272,5680,7035,143,50461,1,0.0,0,6892
8872,805,65272,5680,7035,143,50462,2,0.0,2,6892
8873,805,65272,5680,7035,143,50468,5,0.0,5,6892
8874,805,65272,5680,7035,143,50472,2,0.0,1,6892
8875,805,65272,5680,7035,143,50473,1,0.0,1,6892
8876,805,65272,5680,7035,143,50484,2,0.0,8,6892
8877,805,65272,5680,7035,143,50500,1,0.0,2,6892
8878,805,65272,5680,7035,143,50502,3,0.0,2,6892
8879,805,65272,5680,7035,143,50589,7,0.0,5,6892
8880,805,65272,5680,7035,143,50608,1,0.0,0,6892
8881,805,65272,5680,7035,143,50718,0,0.0,6,6892
8882,805,65272,5680,7035,143,50720,1,0.0,0,6892
8883,805,65272,5680,7035,143,50724,1,0.0,0,6892
8884,805,65272,5680,7035,143,50733,1,0.0,0,6892
8885,805,65272,5680,7035,143,50767,5,0.0,2,6892
8886,805,65272,5680,7035,143,50776,2,0.0,2,6892
8887,805,65272,5680,7035,143,50923,1,0.0,2,6892
8888,805,65272,5680,7035,143,50989,6,0.0,2,6892
8889,805,65272,5680,7035,143,50991,1,0.0,0,6892
8890,805,65272,5680,7035,143,51001,1,0.0,0,6892
8891,805,65272,5680,7035,143,51035,5,0.0,10,6892
8892,805,65272,5680,7035,143,51085,6,0.0,1,6892
8893,805,65272,5680,7035,143,51092,6,0.0,0,6892
8894,805,65272,5680,7035,143,51094,1,0.0,3,6892
8895,805,65272,5680,7035,143,51104,2,0.0,2,6892
8896,805,65272,5680,7035,143,51106,1,0.0,3,6892
8897,805,65272,5680,7035,143,51136,1,0.0,2,6892
8898,805,65272,5680,7035,143,51182,1,0.0,0,6892
8899,805,65272,5680,7035,143,51210,2,0.0,1,6892
8900,805,65272,5680,7035,143,51212,1,0.0,0,6892
8901,805,65272,5680,7035,143,51339,1,0.0,2,6892
8902,805,65272,5680,7035,143,51365,1,0.0,3,6892
8903,805,65272,5680,7035,143,51567,2,0.0,2,6892
8904,805,65272,5680,7035,143,51648,1,0.0,5,6892
8905,805,65272,5680,7035,143,51649,5,0.0,6,6892
8906,805,65272,5680,7035,143,51653,2,0.0,2,6892
8907,805,65272,5680,7035,143,51672,2,0.0,5,6892
8908,805,65272,5680,7035,143,51675,1,0.0,3,6892
8909,805,65272,5680,7035,143,51752,3,0.0,5,6892
8910,805,65272,5680,7035,143,51753,83,0.0,2,6892
8911,805,65272,5680,7035,143,51757,1,0.0,0,6892
8912,805,65272,5680,7035,143,51807,8,0.0,7,6892
8913,805,65272,5680,7035,143,51809,1,0.0,0,6892
8914,805,65272,5680,7035,143,51811,4,0.0,0,6892
8915,805,65272,5680,7035,143,51815,0,0.0,0,6892
8916,805,65272,5680,7035,143,51822,7,0.0,5,6892
8917,805,65272,5680,7035,143,51824,2,0.0,0,6892
8918,805,65272,5680,7035,143,51830,1,0.0,5,6892
8919,805,65272,5680,7035,143,51831,2,0.0,6,6892
8920,805,65272,5680,7035,143,51843,10,0.0,7,6892
8921,805,65272,5680,7035,143,51877,3,0.0,4,6892
8922,805,65272,5680,7035,143,51884,1,0.0,2,6892
8923,805,65272,5680,7035,143,51885,0,0.0,8,6892
8924,805,65272,5680,7035,143,51951,0,0.0,0,6892
8925,805,65272,5680,7035,143,51952,0,0.0,0,6892
8926,805,65272,5680,7035,143,51955,3,0.0,5,6892
8927,805,65272,5680,7035,143,51959,1,0.0,0,6892
8928,805,65272,5680,7035,143,51962,2,0.0,0,6892
8929,805,65272,5680,7035,143,51963,1,0.0,0,6892
8930,805,65272,5680,7035,143,51965,2,0.0,0,6892
8931,805,65272,5680,7035,143,51975,1,0.0,0,6892
8932,805,65272,5680,7035,143,51978,2,0.0,4,6892
8933,805,65272,5680,7035,143,51980,0,0.0,1,6892
8934,805,65272,5680,7035,143,51995,3,0.0,0,6892
8935,805,65272,5680,7035,143,52031,3,0.0,12,6892
8936,805,65272,5680,7035,143,52048,2,0.0,1,6892
8937,805,65272,5680,7035,143,52075,0,0.0,0,6892
8938,805,65272,5680,7035,143,52076,5,0.0,2,6892
8939,805,65272,5680,7035,143,52090,1,0.0,0,6892
8940,805,65272,5680,7035,143,52099,3,0.0,6,6892
8941,805,65272,5680,7035,143,52157,1,0.0,0,6892
8942,805,65272,5680,7035,143,52158,1,0.0,0,6892
8943,805,65272,5680,7035,143,52181,8,0.0,2,6892
8944,805,65272,5680,7035,143,52250,1,0.0,15,6892
8945,805,65272,5680,7035,143,52251,1,0.0,2,6892
8946,805,65272,5680,7035,143,52253,1,0.0,0,6892
8947,805,65272,5680,7035,143,52254,2,0.0,3,6892
8948,805,65272,5680,7035,143,52258,4,0.0,3,6892
8949,805,65272,5680,7035,143,52271,7,0.0,2,6892
8950,805,65272,5680,7035,143,52278,1,0.0,0,6892
8951,805,65272,5680,7035,143,52281,2,0.0,0,6892
8952,805,65272,5680,7035,143,52283,1,0.0,3,6892
8953,805,65272,5680,7035,143,52284,2,0.0,0,6892
8954,805,65272,5680,7035,143,52286,2,0.0,0,6892
8955,805,65272,5680,7035,143,52298,6,0.0,3,6892
8956,805,65272,5680,7035,143,52315,1,0.0,8,6892
8957,805,65272,5680,7035,143,52381,2,0.0,12,6892
8958,805,65272,5680,7035,143,52388,1,0.0,1,6892
8959,805,65272,5680,7035,143,52393,1,0.0,0,6892
8960,805,65272,5680,7035,143,52394,1,0.0,3,6892
8961,805,65272,5680,7035,143,52398,2,0.0,0,6892
8962,805,65272,5680,7035,143,52402,3,0.0,7,6892
8963,805,65272,5680,7035,143,52425,2,0.0,4,6892
8964,805,65272,5680,7035,143,52445,1,0.0,2,6892
8965,805,65272,5680,7035,143,52450,0,0.0,5,6892
8966,805,65272,5680,7035,143,52535,3,0.0,5,6892
8967,805,65272,5680,7035,143,52539,3,0.0,2,6892
8968,805,65272,5680,7035,143,52545,3,0.0,2,6892
8969,805,65272,5680,7035,143,52551,0,0.0,0,6892
8970,805,65272,5680,7035,143,52553,1,0.0,2,6892
8971,805,65272,5680,7035,143,52556,2,0.0,5,6892
8972,805,65272,5680,7035,143,52574,1,0.0,2,6892
8973,805,65272,5680,7035,143,52638,4,0.0,2,6892
8974,805,65272,5680,7035,143,52649,2,0.0,7,6892
8975,805,65272,5680,7035,143,52661,3,0.0,2,6892
8976,805,65272,5680,7035,143,52667,3,0.0,7,6892
8977,805,65272,5680,7035,143,52674,1,0.0,4,6892
8978,805,65272,5680,7035,143,52678,2,0.0,6,6892
8979,805,65272,5680,7035,143,52689,2,0.0,0,6892
8980,805,65272,5680,7035,143,52712,2,0.0,10,6892
8981,805,65272,5680,7035,143,52714,3,0.0,7,6892
8982,805,65272,5680,7035,143,52758,29,0.0,5,6892
8983,805,65272,5680,7035,143,52762,1,0.0,0,6892
8984,805,65272,5680,7035,143,52784,1,0.0,0,6892
8985,805,65272,5680,7035,143,52878,0,0.0,6,6892
8986,805,65272,5680,7035,143,52885,1,0.0,3,6892
8987,805,65272,5680,7035,143,52893,1,0.0,4,6892
8988,805,65272,5680,7035,143,52894,3,0.0,6,6892
8989,805,65272,5680,7035,143,52899,10,0.0,2,6892
8990,805,65272,5680,7035,143,52901,1,0.0,5,6892
8991,805,65272,5680,7035,143,52903,10,0.0,1,6892
8992,805,65272,5680,7035,143,52957,3,0.0,0,6892
8993,805,65272,5680,7035,143,52967,1,0.0,0,6892
8994,805,65272,5680,7035,143,52972,0,0.0,12,6892
8995,805,65272,5680,7035,143,53039,1,0.0,0,6892
8996,805,65272,5680,7035,143,53043,1,0.0,0,6892
8997,805,65272,5680,7035,143,53054,10,0.0,11,6892
8998,805,65272,5680,7035,143,53063,2,0.0,0,6892
8999,805,65272,5680,7035,143,53110,1,0.0,4,6892
9000,805,65272,5680,7035,143,53116,4,0.0,8,6892
9001,805,65272,5680,7035,143,53123,1,0.0,7,6892
9002,805,65272,5680,7035,143,53136,6,0.0,0,6892
9003,805,65272,5680,7035,143,53169,2,0.0,2,6892
9004,805,65272,5680,7035,143,53172,1,0.0,1,6892
9005,805,65272,5680,7035,143,53176,2,0.0,0,6892
9006,805,65272,5680,7035,143,53179,3,0.0,4,6892
9007,805,65272,5680,7035,143,53192,1,0.0,2,6892
9008,805,65272,5680,7035,143,53201,1,0.0,3,6892
9009,805,65272,5680,7035,143,53282,1,0.0,0,6892
9010,805,65272,5680,7035,143,53287,1,0.0,8,6892
9011,805,65272,5680,7035,143,53292,0,0.0,6,6892
9012,805,65272,5680,7035,143,53309,6,0.0,24,6892
9013,805,65272,5680,7035,143,53404,1,0.0,1,6892
9014,805,65272,5680,7035,143,54499,1,0.0,0,6892
9015,805,65272,5680,7035,143,54520,1,0.0,1,6892
9016,805,65272,5680,7035,143,54595,4,0.0,6,6892
9017,805,65272,5680,7035,143,54612,11,0.0,16,6892
9018,805,65272,5680,7035,143,54710,1,0.0,7,6892
9019,805,65272,5680,7035,143,54725,4,0.0,3,6892
9020,805,65272,5680,7035,143,54780,1,0.0,1,6892
9021,805,65272,5680,7035,143,54811,11,0.0,1,6892
9022,805,65272,5680,7035,143,54815,4,0.0,3,6892
9023,805,65272,5680,7035,143,54819,2,0.0,1,6892
9024,805,65272,5680,7035,143,54822,2,0.0,0,6892
9025,805,65272,5680,7035,143,54839,1,0.0,3,6892
9026,805,65272,5680,7035,143,54860,2,0.0,0,6892
9027,805,65272,5680,7035,143,54863,4,0.0,0,6892
9028,805,65272,5680,7035,143,54878,1,0.0,5,6892
9029,805,65272,5680,7035,143,54916,3,0.0,0,6892
9030,805,65272,5680,7035,143,54926,4,0.0,0,6892
9031,805,65272,5680,7035,143,54964,1,0.0,5,6892
9032,805,65272,5680,7035,143,54965,2,0.0,0,6892
9033,805,65272,5680,7035,143,54967,4,0.0,0,6892
9034,805,65272,5680,7035,143,55007,1,0.0,0,6892
9035,805,65272,5680,7035,143,55009,1,0.0,0,6892
9036,805,65272,5680,7035,143,55010,0,0.0,3,6892
9037,805,65272,5680,7035,143,55016,5,0.0,2,6892
9038,805,65272,5680,7035,143,55094,1,0.0,0,6892
9039,805,65272,5680,7035,143,55114,16,0.0,4,6892
9040,805,65272,5680,7035,143,55115,0,0.0,10,6892
9041,805,65272,5680,7035,143,55129,1,0.0,4,6892
9042,805,65272,5680,7035,143,55130,2,0.0,0,6892
9043,805,65272,5680,7035,143,55196,2,0.0,0,6892
9044,805,65272,5680,7035,143,55205,10,0.0,2,6892
9045,805,65272,5680,7035,143,55286,3,0.0,5,6892
9046,805,65272,5680,7035,143,55287,2,0.0,0,6892
9047,805,65272,5680,7035,143,55307,1,0.0,0,6892
9048,805,65272,5680,7035,143,55312,5,0.0,1,6892
9049,805,65272,5680,7035,143,55313,3,0.0,0,6892
9050,805,65272,5680,7035,143,55348,3,0.0,1,6892
9051,805,65272,5680,7035,143,55359,1,0.0,2,6892
9052,805,65272,5680,7035,143,55432,3,0.0,2,6892
9053,805,65272,5680,7035,143,55453,1,0.0,2,6892
9054,805,65272,5680,7035,143,55461,3,0.0,3,6892
9055,805,65272,5680,7035,143,55464,1,0.0,0,6892
9056,805,65272,5680,7035,143,55534,6,0.0,5,6892
9057,805,65272,5680,7035,143,55553,2,0.0,13,6892
9058,805,65272,5680,7035,143,55554,7,0.0,0,6892
9059,805,65272,5680,7035,143,55634,4,0.0,4,6892
9060,805,65272,5680,7035,143,55636,4,0.0,0,6892
9061,805,65272,5680,7035,143,55649,1,0.0,5,6892
9062,805,65272,5680,7035,143,55665,1,0.0,0,6892
9063,805,65272,5680,7035,143,55683,1,0.0,0,6892
9064,805,65272,5680,7035,143,55693,45,0.0,2,6892
9065,805,65272,5680,7035,143,55705,2,0.0,1,6892
9066,805,65272,5680,7035,143,55706,0,0.0,10,6892
9067,805,65272,5680,7035,143,55779,2,0.0,6,6892
9068,805,65272,5680,7035,143,55794,5,0.0,0,6892
9069,805,65272,5680,7035,143,55890,2,0.0,2,6892
9070,805,65272,5680,7035,143,55891,1,0.0,0,6892
9071,805,65272,5680,7035,143,55893,1,0.0,0,6892
9072,805,65272,5680,7035,143,55895,1,0.0,0,6892
9073,805,65272,5680,7035,143,55896,1,0.0,1,6892
9074,805,65272,5680,7035,143,55918,3,0.0,1,6892
9075,805,65272,5680,7035,143,55919,3,0.0,10,6892
9076,805,65272,5680,7035,143,55986,3,0.0,2,6892
9077,805,65272,5680,7035,143,56037,4,0.0,3,6892
9078,805,65272,5680,7035,143,56041,4,0.0,0,6892
9079,805,65272,5680,7035,143,56057,3,0.0,4,6892
9080,805,65272,5680,7035,143,56110,2,0.0,7,6892
9081,805,65272,5680,7035,143,56111,1,0.0,0,6892
9082,805,65272,5680,7035,143,56112,5,0.0,1,6892
9083,805,65272,5680,7035,143,56114,1,0.0,0,6892
9084,805,65272,5680,7035,143,56115,2,0.0,11,6892
9085,805,65272,5680,7035,143,56127,2,0.0,6,6892
9086,805,65272,5680,7035,143,56200,7,0.0,28,6892
9087,805,65272,5680,7035,143,56216,1,0.0,0,6892
9088,805,65272,5680,7035,143,56242,2,0.0,9,6892
9089,805,65272,5680,7035,143,56255,1,0.0,4,6892
9090,805,65272,5680,7035,143,56287,5,0.0,5,6892
9091,805,65272,5680,7035,143,56321,2,0.0,4,6892
9092,805,65272,5680,7035,143,56326,9,0.0,6,6892
9093,805,65272,5680,7035,143,56327,3,0.0,0,6892
9094,805,65272,5680,7035,143,56346,1,0.0,2,6892
9095,805,65272,5680,7035,143,56347,2,0.0,1,6892
9096,805,65272,5680,7035,143,56434,3,0.0,0,6892
9097,805,65272,5680,7035,143,56474,0,0.0,4,6892
9098,805,65272,5680,7035,143,56553,2,0.0,0,6892
9099,805,65272,5680,7035,143,56566,2,0.0,7,6892
9100,805,65272,5680,7035,143,56570,1,0.0,0,6892
9101,805,65272,5680,7035,143,56653,4,0.0,4,6892
9102,805,65272,5680,7035,143,56655,1,0.0,0,6892
9103,805,65272,5680,7035,143,56663,2,0.0,4,6892
9104,805,65272,5680,7035,143,56666,2,0.0,2,6892
9105,805,65272,5680,7035,143,56733,2,0.0,4,6892
9106,805,65272,5680,7035,143,56748,5,0.0,0,6892
9107,805,65272,5680,7035,143,56797,2,0.0,0,6892
9108,805,65272,5680,7035,143,56798,8,0.0,2,6892
9109,805,65272,5680,7035,143,56815,2,0.0,0,6892
9110,805,65272,5680,7035,143,56819,1,0.0,0,6892
9111,805,65272,5680,7035,143,56821,5,0.0,0,6892
9112,805,65272,5680,7035,143,56822,5,0.0,0,6892
9113,805,65272,5680,7035,143,56833,21,0.0,3,6892
9114,805,65272,5680,7035,143,56911,1,0.0,0,6892
9115,805,65272,5680,7035,143,56912,2,0.0,4,6892
9116,805,65272,5680,7035,143,56921,1,0.0,0,6892
9117,805,65272,5680,7035,143,56942,4,0.0,0,6892
9118,805,65272,5680,7035,143,56948,5,0.0,1,6892
9119,805,65272,5680,7035,143,57008,3,0.0,0,6892
9120,805,65272,5680,7035,143,57014,2,0.0,0,6892
9121,805,65272,5680,7035,143,57066,1,0.0,0,6892
9122,805,65272,5680,7035,143,57149,2,0.0,0,6892
9123,805,65272,5680,7035,143,57156,2,0.0,5,6892
9124,805,65272,5680,7035,143,57163,6,0.0,1,6892
9125,805,65272,5680,7035,143,57167,2,0.0,0,6892
9126,805,65272,5680,7035,143,57176,2,0.0,1,6892
9127,805,65272,5680,7035,143,57221,3,0.0,0,6892
9128,805,65272,5680,7035,143,57293,1,0.0,2,6892
9129,805,65272,5680,7035,143,57294,1,0.0,1,6892
9130,805,65272,5680,7035,143,57296,5,0.0,1,6892
9131,805,65272,5680,7035,143,57298,0,0.0,2,6892
9132,805,65272,5680,7035,143,57301,1,0.0,3,6892
9133,805,65272,5680,7035,143,57305,1,0.0,2,6892
9134,805,65272,5680,7035,143,57311,1,0.0,11,6892
9135,805,65272,5680,7035,143,57392,2,0.0,0,6892
9136,805,65272,5680,7035,143,57460,1,0.0,0,6892
9137,805,65272,5680,7035,143,57533,3,0.0,2,6892
9138,805,65272,5680,7035,143,57534,3,0.0,8,6892
9139,805,65272,5680,7035,143,57644,1,0.0,2,6892
9140,805,65272,5680,7035,143,57676,1,0.0,0,6892
9141,805,65272,5680,7035,143,57766,5,0.0,4,6892
9142,805,65272,5680,7035,143,57803,4,0.0,0,6892
9143,805,65272,5680,7035,143,57864,5,0.0,0,6892
9144,805,65272,5680,7035,143,57972,1,0.0,3,6892
9145,805,65272,5680,7035,143,58233,2,0.0,3,6892
9146,805,65272,5680,7035,143,58241,18,0.0,24,6892
9147,805,65272,5680,7035,143,58442,7,0.0,9,6892
9148,805,65272,5680,7035,143,58468,8,0.0,0,6892
9149,805,65272,5680,7035,143,58545,1,0.0,8,6892
9150,805,65272,5680,7035,143,58546,1,0.0,10,6892
9151,805,65272,5680,7035,143,58619,4,0.0,4,6892
9152,805,65272,5680,7035,143,58631,4,0.0,16,6892
9153,805,65272,5680,7035,143,58637,1,0.0,0,6892
9154,805,65272,5680,7035,143,58702,2,0.0,2,6892
9155,805,65272,5680,7035,143,58768,13,0.0,0,6892
9156,805,65272,5680,7035,143,58773,2,0.0,16,6892
9157,805,65272,5680,7035,143,58776,2,0.0,1,6892
9158,805,65272,5680,7035,143,58816,4,0.0,8,6892
9159,805,65272,5680,7035,143,58819,1,0.0,0,6892
9160,805,65272,5680,7035,143,58820,1,0.0,0,6892
9161,805,65272,5680,7035,143,58822,0,0.0,0,6892
9162,805,65272,5680,7035,143,58823,0,0.0,0,6892
9163,805,65272,5680,7035,143,58842,2,0.0,0,6892
9164,805,65272,5680,7035,143,58860,2,0.0,4,6892
9165,805,65272,5680,7035,143,58933,6,0.0,4,6892
9166,805,65272,5680,7035,143,58937,2,0.0,0,6892
9167,805,65272,5680,7035,143,58953,1,0.0,0,6892
9168,805,65272,5680,7035,143,58970,1,0.0,0,6892
9169,805,65272,5680,7035,143,59037,3,0.0,2,6892
9170,805,65272,5680,7035,143,59043,1,0.0,0,6892
9171,805,65272,5680,7035,143,59049,7,0.0,0,6892
9172,805,65272,5680,7035,143,59064,4,0.0,1,6892
9173,805,65272,5680,7035,143,59078,2,0.0,0,6892
9174,805,65272,5680,7035,143,59165,3,0.0,12,6892
9175,805,65272,5680,7035,143,59178,5,0.0,0,6892
9176,805,65272,5680,7035,143,59251,2,0.0,0,6892
9177,805,65272,5680,7035,143,59254,3,0.0,0,6892
9178,805,65272,5680,7035,143,59269,1,0.0,0,6892
9179,805,65272,5680,7035,143,59344,3,0.0,0,6892
9180,805,65272,5680,7035,143,59351,0,0.0,0,6892
9181,805,65272,5680,7035,143,59365,3,0.0,5,6892
9182,805,65272,5680,7035,143,59420,1,0.0,5,6892
9183,805,65272,5680,7035,143,59422,8,0.0,4,6892
9184,805,65272,5680,7035,143,59430,2,0.0,0,6892
9185,805,65272,5680,7035,143,59432,1,0.0,0,6892
9186,805,65272,5680,7035,143,59484,1,0.0,2,6892
